f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincelast,d_backyard,d_backyard1,d_baking_sheet,d_baking_sheet1,d_barbecue_utensils,d_barbecue_utensils1,d_bathtub,d_bathtub1,d_bed_linens,d_bed_linens1,d_board_games,d_board_games1,d_building_staff,d_building_staff1,d_carbon_monoxide_alarm,d_carbon_monoxide_alarm1,d_cleaning_before_checkout,d_cleaning_before_checkout1,d_cleaning_products,d_cleaning_products1,d_cooking_basics,d_cooking_basics1,d_dining_table,d_dining_table1,d_dishes_and_silverware,d_dishes_and_silverware1,d_drying_rack_for_clothing,d_drying_rack_for_clothing1,d_elevator,d_elevator1,d_essentials,d_essentials1,d_ethernet_connection,d_ethernet_connection1,d_ev_charger,d_ev_charger1,d_extra_pillows_and_blankets,d_extra_pillows_and_blankets1,d_fire_extinguisher,d_fire_extinguisher1,d_first_aid_kit,d_first_aid_kit1,d_freezer,d_freezer1,d_hangers,d_hangers1,d_host_greets_you,d_host_greets_you1,d_hot_tub,d_hot_tub1,d_hot_water,d_hot_water1,d_hot_water_kettle,d_hot_water_kettle1,d_keypad,d_keypad1,d_laundromat_nearby,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,room_type,property_type,flag_review_scores_rating,flag_reviews_per_month,flag_days_sincelast,f_bathroom,f_bedroom,ln_bed,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
unit,Entire home/apt,Entire/Apt,Neubau,4,1,1,2,4.66,124,1.02,2,95,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,126,276893,Neubau,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Mariahilf,6,1.5,1,3,4.85,82,0.7,2,345,101,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,65,280960,Mariahilf,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Brigittenau,2,1,1,1,4.89,259,2.22,2,334,17,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,48,291635,Brigittenau,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Meidling,6,1,1,3,4.31,79,0.67,2,28,145,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,87,292457,Meidling,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,4,1,0,4,4.67,136,1.12,5,334,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,62,293442,Leopoldstadt,Entire home/apt,unit,0,0,0,1,1,1.3862943611198906,2,3,3,2
unit,Entire home/apt,Entire/Apt,Margareten,4,1,0,2,4.5,260,2.17,5,120,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,40,293667,Margareten,Entire home/apt,unit,0,0,0,1,1,0.6931471805599453,1,3,3,2
unit,Entire home/apt,Entire/Apt,Brigittenau,4,1,1,4,4.53,61,0.5,7,352,466,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,62,298176,Brigittenau,Entire home/apt,unit,0,0,0,1,2,1.3862943611198906,2,3,3,2
unit,Entire home/apt,Entire/Apt,W<U+008A>hring,4,1,1,1,4.83,0,0.72,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,300074,W<U+008A>hring,Entire home/apt,unit,1,1,1,1,2,0,1,3,1,1
unit,Entire home/apt,Entire/Apt,Innere Stadt,6,1.5,2,2,4.66,453,3.77,1,229,634,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,126,300702,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
apartment,Entire home/apt,Entire/Apt,NA,2,1,1,1,4.75,4,0.03,4,218,1202,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,69,302499,Landstra§e,Entire home/apt,apartment,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,6,1,2,3,4.88,83,0.72,1,353,480,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,116,311836,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Margareten,4,1,1,3,4.48,121,1.02,5,83,26,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,40,311904,Margareten,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,2
unit,Entire home/apt,Entire/Apt,Margareten,4,1,2,1,4.31,346,2.91,1,356,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,320953,Margareten,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Neubau,6,1,1,4,4.5,329,2.79,2,69,18,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,99,322786,Neubau,Entire home/apt,unit,0,0,0,1,2,1.3862943611198906,2,3,3,1
loft,Entire home/apt,Entire/Apt,Ottakring,2,1,0,1,4.87,53,0.46,5,161,185,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,55,327876,Ottakring,Entire home/apt,loft,0,0,0,1,1,0,1,3,3,2
unit,Entire home/apt,Entire/Apt,Margareten,3,1,1,2,4.76,70,0.59,5,362,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,72,328756,Margareten,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,2
unit,Entire home/apt,Entire/Apt,Leopoldstadt,4,1.5,1,1,4.73,12,0.14,30,0,896,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,45,333486,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,3
unit,Entire home/apt,Entire/Apt,Neubau,3,1,1,1,4.57,58,0.49,28,340,1224,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,60,335271,Neubau,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,3
unit,Entire home/apt,Entire/Apt,NA,5,1,1,2,4.71,29,0.3,7,339,36,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,76,349560,Landstra§e,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,2
unit,Entire home/apt,Entire/Apt,Margareten,5,1,1,3,4.72,40,0.4,31,365,1301,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,69,349676,Margareten,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,3
unit,Entire home/apt,Entire/Apt,Mariahilf,2,1,1,1,4.79,142,1.22,3,335,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,50,370985,Mariahilf,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,W<U+008A>hring,4,1,1,2,4.75,25,0.21,2,365,1547,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,373516,W<U+008A>hring,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Innere Stadt,2,1,1,1,4.9,80,0.71,3,329,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,140,392603,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Innere Stadt,2,1,1,1,4.6,89,0.76,1,327,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,110,392757,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Innere Stadt,3,1,1,1,4.69,43,0.39,1,322,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,99,392905,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
(condo),Entire home/apt,Entire/Apt,Favoriten,4,1,1,3,4.77,177,1.51,4,88,710,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,100,397617,Favoriten,Entire home/apt,(condo),0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,3,1,1,3,4.64,214,1.83,2,283,164,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,99,404083,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
(condo),Entire home/apt,Entire/Apt,Mariahilf,2,1,1,1,4.68,57,0.92,180,222,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,73,404657,Mariahilf,Entire home/apt,(condo),0,0,0,1,2,0,1,3,3,3
apartment,Entire home/apt,Entire/Apt,Innere Stadt,4,1,0,2,4.94,36,0.32,1,365,42,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,192,407718,Innere Stadt,Entire home/apt,apartment,0,0,0,1,1,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Mariahilf,2,1.5,1,1,4.92,167,1.43,120,56,376,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,65,421218,Mariahilf,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,3
unit,Entire home/apt,Entire/Apt,Mariahilf,2,1.5,0,2,4.97,42,0.36,3,241,160,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,94,431055,Mariahilf,Entire home/apt,unit,0,0,0,1,1,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,NA,2,1,1,1,4.69,381,3.29,4,332,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,54,432365,Landstra§e,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,4,1,1,4,4.55,66,0.63,2,342,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,438073,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,1.3862943611198906,2,3,3,1
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,5,1,1,1,4.85,620,5.38,1,174,13,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,46,455314,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Alsergrund,2,1,1,1,5,6,0.05,1,222,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,457863,Alsergrund,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Josefstadt,3,1,2,2,5,10,0.11,3,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,459656,Josefstadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Josefstadt,2,1,1,1,4.73,119,1.03,1,193,523,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,50,461361,Josefstadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Brigittenau,4,1,1,2,4.3,39,0.34,2,291,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,66,468889,Brigittenau,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,NA,2,1,1,1,4.68,429,3.69,4,299,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,49,481895,Landstra§e,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Penzing,4,1,1,2,4.25,6,0.05,1,116,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,482052,Penzing,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Brigittenau,5,1.5,1,2,4.87,115,1.09,6,27,82,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,70,488723,Brigittenau,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,2
home,Entire home/apt,Entire/Apt,Favoriten,4,1,0,2,4.54,44,0.38,7,365,92,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,100,492555,Favoriten,Entire home/apt,home,0,0,0,1,1,0.6931471805599453,1,3,3,2
unit,Entire home/apt,Entire/Apt,Leopoldstadt,4,1,1,4,4.7,179,1.55,2,222,452,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,49,501717,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,1.3862943611198906,2,3,3,1
unit,Entire home/apt,Entire/Apt,Margareten,4,1,2,3,4.75,128,1.11,3,159,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,87,502521,Margareten,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,6,1,3,3,4.82,198,1.76,2,0,362,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,109,527931,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Meidling,5,1.5,2,3,4.92,38,0.33,4,285,31,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,105,529594,Meidling,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Ottakring,2,1.5,0,1,4.27,88,0.78,5,295,16,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,23,545094,Ottakring,Entire home/apt,unit,0,0,0,1,1,0,1,3,3,2
unit,Entire home/apt,Entire/Apt,Wieden,4,1,1,2,4.55,155,1.37,2,328,18,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,44,563275,Wieden,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
loft,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,2,1,1,1,4.95,22,0.19,3,0,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,566572,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,loft,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Floridsdorf,2,1.5,0,2,3.67,3,0.05,5,350,706,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,62,569990,Floridsdorf,Entire home/apt,unit,0,0,0,1,1,0.6931471805599453,1,2,2,2
unit,Entire home/apt,Entire/Apt,Floridsdorf,2,1,1,2,4.83,6,0.11,5,350,81,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,72,569995,Floridsdorf,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,2
apartment,Entire home/apt,Entire/Apt,Floridsdorf,2,1.5,1,2,5,2,0.04,5,358,70,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,82,569997,Floridsdorf,Entire home/apt,apartment,0,0,0,1,2,0.6931471805599453,1,3,2,2
(condo),Entire home/apt,Entire/Apt,Mariahilf,6,1,2,4,4.51,49,0.48,3,283,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,75,570241,Mariahilf,Entire home/apt,(condo),0,0,0,1,2,1.3862943611198906,2,3,3,1
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,4,1,1,1,4.35,51,0.9,6,355,20,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,80,570242,Leopoldstadt,Entire home/apt,(condo),0,0,0,1,2,0,1,3,3,2
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,3,1,1,1,4.52,33,0.32,14,252,706,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,80,570243,Leopoldstadt,Entire home/apt,(condo),0,0,0,1,2,0,1,3,2,3
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,2,1,1,1,4.36,12,0.11,90,356,74,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,70,570246,Leopoldstadt,Entire home/apt,(condo),0,0,0,1,2,0,1,3,2,3
loft,Entire home/apt,Entire/Apt,Neubau,6,1,2,4,4.77,46,0.41,2,162,104,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,129,573333,Neubau,Entire home/apt,loft,0,0,0,1,2,1.3862943611198906,2,3,3,1
unit,Entire home/apt,Entire/Apt,Innere Stadt,3,1,1,2,4.89,413,3.62,3,312,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,82,576960,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Neubau,2,1.5,1,1,5,23,0.23,3,4,195,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,190,599060,Neubau,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Ottakring,5,1,1,1,4.62,293,2.58,1,258,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,34,600477,Ottakring,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
